Method,Return,Seed,Step,Task
FTA,5.0,0,5103,Pixelcopter-PLE-v0
FTA,6.0,0,5178,Pixelcopter-PLE-v0
FTA,-1.0,0,5211,Pixelcopter-PLE-v0
FTA,3.0,0,5269,Pixelcopter-PLE-v0
FTA,12.0,0,5375,Pixelcopter-PLE-v0
FTA,9.0,0,5462,Pixelcopter-PLE-v0
FTA,0.0,0,5498,Pixelcopter-PLE-v0
FTA,8.0,0,5581,Pixelcopter-PLE-v0
FTA,7.0,0,5656,Pixelcopter-PLE-v0
FTA,1.0,0,5698,Pixelcopter-PLE-v0
FTA,-1.0,0,5732,Pixelcopter-PLE-v0
FTA,-1.0,0,5766,Pixelcopter-PLE-v0
FTA,0.0,0,5801,Pixelcopter-PLE-v0
FTA,0.0,0,5838,Pixelcopter-PLE-v0
FTA,5.0,0,5908,Pixelcopter-PLE-v0
FTA,6.0,0,5984,Pixelcopter-PLE-v0
FTA,-2.0,0,6008,Pixelcopter-PLE-v0
FTA,-1.0,0,6038,Pixelcopter-PLE-v0
FTA,9.0,0,6127,Pixelcopter-PLE-v0
FTA,22.0,0,6291,Pixelcopter-PLE-v0
FTA,0.0,0,6328,Pixelcopter-PLE-v0
FTA,-1.0,0,6361,Pixelcopter-PLE-v0
FTA,0.0,0,6400,Pixelcopter-PLE-v0
FTA,6.0,0,6475,Pixelcopter-PLE-v0
FTA,5.0,0,6545,Pixelcopter-PLE-v0
FTA,4.0,0,6607,Pixelcopter-PLE-v0
FTA,5.0,0,6669,Pixelcopter-PLE-v0
FTA,7.0,0,6752,Pixelcopter-PLE-v0
FTA,2.0,0,6801,Pixelcopter-PLE-v0
FTA,4.0,0,6863,Pixelcopter-PLE-v0
FTA,11.0,0,6961,Pixelcopter-PLE-v0
FTA,-2.0,0,6989,Pixelcopter-PLE-v0
FTA,1.0,0,7031,Pixelcopter-PLE-v0
FTA,13.0,0,7141,Pixelcopter-PLE-v0
FTA,6.0,0,7213,Pixelcopter-PLE-v0
FTA,4.0,0,7269,Pixelcopter-PLE-v0
FTA,4.0,0,7331,Pixelcopter-PLE-v0
FTA,3.0,0,7387,Pixelcopter-PLE-v0
FTA,5.0,0,7452,Pixelcopter-PLE-v0
FTA,0.0,0,7489,Pixelcopter-PLE-v0
FTA,6.0,0,7565,Pixelcopter-PLE-v0
FTA,5.0,0,7636,Pixelcopter-PLE-v0
FTA,8.0,0,7717,Pixelcopter-PLE-v0
FTA,-2.0,0,7745,Pixelcopter-PLE-v0
FTA,5.0,0,7813,Pixelcopter-PLE-v0
FTA,1.0,0,7855,Pixelcopter-PLE-v0
FTA,7.0,0,7931,Pixelcopter-PLE-v0
FTA,-1.0,0,7963,Pixelcopter-PLE-v0
FTA,4.0,0,8017,Pixelcopter-PLE-v0
FTA,16.0,0,8149,Pixelcopter-PLE-v0
FTA,9.0,0,8236,Pixelcopter-PLE-v0
FTA,2.0,0,8288,Pixelcopter-PLE-v0
FTA,6.0,0,8363,Pixelcopter-PLE-v0
FTA,3.0,0,8417,Pixelcopter-PLE-v0
FTA,-1.0,0,8451,Pixelcopter-PLE-v0
FTA,3.0,0,8507,Pixelcopter-PLE-v0
FTA,0.0,0,8542,Pixelcopter-PLE-v0
FTA,3.0,0,8600,Pixelcopter-PLE-v0
FTA,1.0,0,8645,Pixelcopter-PLE-v0
FTA,5.0,0,8716,Pixelcopter-PLE-v0
FTA,25.0,0,8895,Pixelcopter-PLE-v0
FTA,0.0,0,8932,Pixelcopter-PLE-v0
FTA,6.0,0,9005,Pixelcopter-PLE-v0
FTA,-1.0,0,9036,Pixelcopter-PLE-v0
FTA,4.0,0,9096,Pixelcopter-PLE-v0
FTA,-1.0,0,9127,Pixelcopter-PLE-v0
FTA,9.0,0,9214,Pixelcopter-PLE-v0
FTA,7.0,0,9289,Pixelcopter-PLE-v0
FTA,1.0,0,9331,Pixelcopter-PLE-v0
FTA,10.0,0,9424,Pixelcopter-PLE-v0
FTA,9.0,0,9514,Pixelcopter-PLE-v0
FTA,-2.0,0,9542,Pixelcopter-PLE-v0
FTA,5.0,0,9610,Pixelcopter-PLE-v0
FTA,5.0,0,9677,Pixelcopter-PLE-v0
FTA,4.0,0,9733,Pixelcopter-PLE-v0
FTA,2.0,0,9781,Pixelcopter-PLE-v0
FTA,11.0,0,9881,Pixelcopter-PLE-v0
FTA,12.0,0,9989,Pixelcopter-PLE-v0
FTA,4.0,0,10048,Pixelcopter-PLE-v0
FTA,4.0,0,10102,Pixelcopter-PLE-v0
FTA,-1.0,0,10133,Pixelcopter-PLE-v0
FTA,-1.0,0,10165,Pixelcopter-PLE-v0
FTA,8.0,0,10246,Pixelcopter-PLE-v0
FTA,5.0,0,10311,Pixelcopter-PLE-v0
FTA,6.0,0,10389,Pixelcopter-PLE-v0
FTA,0.0,0,10425,Pixelcopter-PLE-v0
FTA,4.0,0,10485,Pixelcopter-PLE-v0
